课程编号,课程名,开课学院,类型,分类,学分,,老师
B1B022160,单片机基础(全汉语),电子信息工程学院,必修,暂无,1,,王 俊|张玉玺
B3I022110,电路分析(全汉语),电子信息工程学院,必修,工程基础类,3.5,,刘兴春
B1A19201A,基础物理学(2)(全汉语),物理科学与核能工程学院,必修,数学与自然科学类,4.5,,张玉洁|满兴坤|胜献雷
B1B022140,计算机软件基础(全汉语),电子信息工程学院,必修,工程基础类,3.5,,张学军
B2D282010,思想政治理论课——概论(全汉语),马克思主义学院,必修,思政、军理类,3,,彭付芝
B1A092060,复变函数与积分变换(全汉语),数学与系统科学学院,必修,数学与自然科学类,2.5,,彭临平
B2E332030-7,体育（3）【跆拳道】,体育部,必修,体育类,0.5,,沈 霞
B2G080120,管理学原理(全汉语),经济管理学院,选修,一般通识类,1,,吴 昊
B2G270150,印象北京(全汉语),化学学院,选修,一般通识类,1,,薛 峰
B2F290140,亚当·斯密与《国富论》(全汉语),人文与社会科学高等研究院,必修,核心通识类,2,,康子兴
B2G010160,空天科技应用先进材料概论(全汉语),材料科学与工程学院,选修,一般通识类,1,,李 然
B2G020140,单片机原理及应用(全汉语),电子信息工程学院,选修,一般通识类,1,,荣 欣
B2G050110,现代大学概论(全汉语),航空科学与工程学院,选修,一般通识类,1,,刘沛清
B2G050120,飞机设计概论(全汉语),航空科学与工程学院,选修,一般通识类,1.5,,孙康文
B2G050140,水动力学基础(全汉语),航空科学与工程学院,选修,一般通识类,1,,薛晓春
B2G050160,无人飞行器系统概论(全汉语),航空科学与工程学院,选修,一般通识类,1,,王吉东
B2G050170,材料力学创新试验(全汉语),航空科学与工程学院,选修,一般通识类,1,,赵 婧
B2G060140,现代电子系统设计方法与工具(全汉语),计算机学院,选修,一般通识类,1,,姜宏旭
B2G060160,UNIX程序设计环境(全汉语),计算机学院,选修,一般通识类,1,,张茂林
B2G060270,计算简史——逻辑推动与技术演进(全汉语),计算机学院,选修,一般通识类,1,,栾钟治
B2G060280,数字媒体基础及应用导论(全汉语),计算机学院,选修,一般通识类,1,,姜宏旭
B2G070130,计算机图形学(全汉语),机械工程及自动化学院,选修,一般通识类,1.5,,宋志敏
B2G080150,证券投资学概论(全汉语),经济管理学院,选修,一般通识类,1,,谢 岚
B2G090140,《工科数学分析》系列开放式讲座（1）(全汉语),数学与系统科学学院,选修,一般通识类,1,,杨小远
B2G090140,《工科数学分析》系列开放式讲座（1）(全汉语),数学与系统科学学院,选修,一般通识类,1,,文 晓
B2G090160,高等数学方法应用（1）(全汉语),数学与系统科学学院,选修,一般通识类,1,,冯伟杰
B2G090190,大学数学文化(全汉语),数学与系统科学学院,选修,一般通识类,1,,马 健
B2G100120,生命科学导论(全汉语),生物与医学工程学院,选修,一般通识类,1,,荣 龙
B2G100140,人体工效学(全汉语),生物与医学工程学院,选修,一般通识类,1,,丁 立
B2G100181,进化、行为与生态（全英文）(全英语),生物与医学工程学院,选修,一般通识类,1,,陈建安
B2G110210,舞蹈艺术（1）(全汉语),人文社会科学学院,选修,一般通识类,1,,刘峥洋
B2G110220,舞蹈艺术（2）(全汉语),人文社会科学学院,选修,一般通识类,1,,刘峥洋
B2G110260,传媒、文化与社会(全汉语),人文社会科学学院,选修,一般通识类,1,,贾哲敏
B2G110290,大学生学习指导(全汉语),人文社会科学学院,选修,一般通识类,1,,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客
B2G110290,大学生学习指导(全汉语),人文社会科学学院,选修,一般通识类,1,,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客
B2G110290,大学生学习指导(全汉语),人文社会科学学院,选修,一般通识类,1,,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客
B2G110290,大学生学习指导(全汉语),人文社会科学学院,选修,一般通识类,1,,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客
B2G110290,大学生学习指导(全汉语),人文社会科学学院,选修,一般通识类,1,,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客
B2G120220,俄语二外(1)(其他语言),外国语学院,选修,一般通识类,2,,葛焱磊
B2G120220,俄语二外(1)(其他语言),外国语学院,选修,一般通识类,2,,葛焱磊
B2G120220,俄语二外(1)(其他语言),外国语学院,选修,一般通识类,2,,王 蓉
B2G120220,俄语二外(1)(其他语言),外国语学院,选修,一般通识类,2,,王 蓉
B2G140110,无线电技术导论(全汉语),可靠性与系统工程学院,选修,一般通识类,1,,洪 晟
B2G150170,数学方法在信息处理中的应用(全汉语),宇航学院,选修,一般通识类,1,,薛斌党|崔林艳
B2G170160,军用光电技术与应用(全汉语),仪器科学与光电工程学院,选修,一般通识类,1,,牛燕雄
B2G170230,光电技术基础(全汉语),仪器科学与光电工程学院,选修,一般通识类,1,,肖 文
B2G170240,空间遥感技术导论(全汉语),仪器科学与光电工程学院,选修,一般通识类,1,,袁 艳
B2G170290,信息感知基础实践(全汉语),仪器科学与光电工程学院,选修,一般通识类,1,,吕妍红
B2G170350,生活教育(全汉语),仪器科学与光电工程学院,选修,一般通识类,2,,冯丽爽
B2G170390,光电探测与成像技术(全汉语),仪器科学与光电工程学院,选修,一般通识类,1,,牛燕雄
B2G190110,物理学大师与物理学发展(全汉语),物理科学与核能工程学院,选修,一般通识类,1,,于 磊
B2G190140,计算机软件技术基础(全汉语),物理科学与核能工程学院,选修,一般通识类,2,,苗明川
B2G200150,知识产权法与专利检索(全汉语),法学院,选修,一般通识类,1,,孙国瑞
B2G210011,计算机导论（英文）(全英语),软件学院,选修,一般通识类,2,,吕云翔
B2G240110,公共法语（1）(其他语言),中法工程师学院,选修,一般通识类,4,,张晓雯
B2G260120,动画艺术概论(全汉语),新媒体艺术与设计学院,选修,一般通识类,1,,徐静秋
B2G270140,围棋基础（1）(全汉语),化学学院,选修,一般通识类,1,,薛 峰
B2G270160,基础化学虚拟仿真实验(全汉语),化学学院,选修,一般通识类,2,,鹿现永
B2G280110,恋爱婚姻家庭(全汉语),马克思主义学院,选修,一般通识类,1,,郁树廷
B2G280210,中国近现代历史人物研究(全汉语),马克思主义学院,选修,一般通识类,2,,李文爽|宋芳芳|张树焕
B2G320110,单片机原理及应用(全汉语),工程训练中心,选修,一般通识类,2,,崔 剑
B2G320130,无人机制作与竞技(全汉语),工程训练中心,选修,一般通识类,1,,杨伟群|崔 剑
B2G510180,大学生心理学(全汉语),学生处武装部,选修,一般通识类,1,,李卫华
B2G510210,大学生团体心理辅导(全汉语),学生处武装部,选修,一般通识类,1,,张 焰
B2G510230,大学生通用学习能力(全汉语),学生处武装部,选修,一般通识类,1,,董卓宁
B2G520110,信息检索与网络应用(全汉语),图书馆,选修,一般通识类,1,,何 葭
B2G520110,信息检索与网络应用(全汉语),图书馆,选修,一般通识类,1,,杨 楠
B2G520110,信息检索与网络应用(全汉语),图书馆,选修,一般通识类,1,,李 娜
B2G520110,信息检索与网络应用(全汉语),图书馆,选修,一般通识类,1,,秦小燕
B2G520110,信息检索与网络应用(全汉语),图书馆,选修,一般通识类,1,,陈淑云
B2G560170,音乐剧艺术实践(全汉语),团委,选修,一般通识类,1,,欧阳丹
B2G560180,音乐心理学导论(全汉语),团委,选修,一般通识类,1,,张 聪
B2G560190,声乐艺术鉴赏与体验(全汉语),团委,选修,一般通识类,1,,杨乐乐
B2G560210,弦乐鉴赏与入门(全汉语),团委,选修,一般通识类,1,,张 聪
B2G560230,管乐鉴赏与入门(全汉语),团委,选修,一般通识类,1,,张 聪
B2G560330,健康常识教育(全汉语),校医院,选修,一般通识类,1,,曹丽娟
B2G560340,大学生安全知识教育(全汉语),校内其它单位,选修,一般通识类,1,,查国清
B2G560350,大学生领导力拓展与训练(全汉语),校内其它单位,选修,一般通识类,1,,雷晓锋
B2G560360,创业基础(全汉语),校内其它单位,选修,一般通识类,1,,董青春
B2G600120,国际问题导论（名师学堂）(全汉语),校外单位,选修,一般通识类,2,,外聘
B2G600170,当代国际政治(全汉语),校外单位,选修,一般通识类,2,,雷建锋
B3I112630,宏观经济学(全汉语),人文社会科学学院,必修,一般专业类,5,,孙琳琳
B3I112640,国际经济学(全汉语),人文社会科学学院,必修,一般专业类,4,,胡庆江
B3I121231,英语语音与发声(全英语),外国语学院,选修,一般专业类,2,,徐 涛
B3I30338B,环境流体力学(全汉语),空间与环境学院,选修,一般专业类,2,,李兴华
B3J012140,晶体学基础(全汉语),材料科学与工程学院,必修,一般专业类,2,,刘 彤
B3J012140,晶体学基础(全汉语),材料科学与工程学院,必修,一般专业类,2,,谷景华
B3J062710,信息安全数学基础(全汉语),计算机学院,选修,一般专业类,3,,李舟军|郭 华
B3J062810,Java程序设计(全汉语),计算机学院,选修,一般专业类,1,,李 波
B3J062870,智能计算概论(全汉语),计算机学院,选修,一般专业类,2,,王蕴红|丁 嵘|巢文涵|张永飞|黄 迪|张小明|刘庆杰
B3J081660,职业能力提升-职业素养(全汉语),经济管理学院,选修,一般专业类,0.5,,牟 晖
B3J082240,社会经济形势分析(3)(全汉语),经济管理学院,选修,一般专业类,0.5,,郑海涛|宋晓东
B3J102930,个性化科研与工程能力训练（3）(全汉语),生物与医学工程学院,必修,一般专业类,0.5,,牛旭锋
B3J112120,形式逻辑(全汉语),人文社会科学学院,选修,一般专业类,2,,曹庆萍
B3J122120,基础口译（1）(英汉双语),外国语学院,选修,一般专业类,2,,顿 超
B3J16168B,地面理论（航空系统工程）II(全英语),飞行学院,必修,一般专业类,2,,水恒涌
B3J202510,中国传统法律文化(全汉语),法学院,选修,一般专业类,2,,刘盈皎
B3J202520,现代西方法理学(全汉语),法学院,选修,一般专业类,2,,泮伟江
B3J212510,Java程序设计,软件学院,选修,一般专业类,2,,申雪萍
B3J212520,软件工程思维逻辑(全汉语),软件学院,选修,一般专业类,1,,王海泉
B3J212711,英语口语强化（3）(全英语),软件学院,选修,一般专业类,0,,Ian
B3J212711,英语口语强化（3）(全英语),软件学院,选修,一般专业类,0,,Ian
B3J212711,英语口语强化（3）(全英语),软件学院,选修,一般专业类,0,,Ian
B3J212810,HTML5开发技术(全汉语),软件学院,选修,一般专业类,1,,李祺
B3J261380,字体设计（1）(全汉语),新媒体艺术与设计学院,选修,一般专业类,1,,赵之昱
B3J261570,动画影片分析(全汉语),新媒体艺术与设计学院,选修,一般专业类,1,,徐静秋
B3J262410,海报设计(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,张 雪
B3J262420,标志设计(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,王 可
B3J262580,动画造型(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,王 宁
B3J262590,视听语言(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,刘 恪
B3J262770,绘画创意思维与构图(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,高思桦
B3J262780,中国传统白描(全汉语),新媒体艺术与设计学院,选修,一般专业类,2,,谭 红
B3J27218B,仪器分析B(全汉语),化学学院,选修,一般专业类,2,,赵东宇
B1C122110,二外德语（1）(其他语言),外国语学院,必修,语言类,2,,王 莺
B1C122120,二外法语（1） (其他语言),外国语学院,必修,语言类,2,,杨 榕
B1C122130,二外日语（1）(其他语言),外国语学院,必修,语言类,2,,吴向红
B2H183010,科技及社会实践（1）(全汉语),北京学院,必修,博雅类,0.5,,吴衍川
B3J103950,"个性化科研与工程能力训练（5）(全汉语)	",生物与医学工程学院,必修,博雅类,0.5,,牛旭锋
B1B032110,模拟电子技术基础(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,唐 瑶
B1B032120,数字电子技术基础(全汉语),自动化科学与电气工程学院,必修,工程基础类,2,,王建华
B1B033010,微机原理及接口技术(全汉语),自动化科学与电气工程院,必修,工程基础类,3,,李 妮
B1B033010,微机原理及接口技术(全汉语),自动化科学与电气工程院,必修,工程基础类,3,,林 新
B1B033010,微机原理及接口技术(全汉语),自动化科学与电气工程院,必修,工程基础类,3,,刘 丽
B1B033021,电气技术实践（2）（全英文）(全英语),自动化科学与电气工程学院,必修,工程基础类,2,,黄亚玲
B1B033021,电气技术实践（2）（全英文）(全英语),自动化科学与电气工程学院,必修,工程基础类,2,,黄亚玲
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,刘亚斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,袁海斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,袁海斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,袁海斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,袁海斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,袁海斌|李 可
B1B033070,微机原理,自动化科学与电气工程学院,必修,工程基础类,2.5,,袁海斌|李 可
